"TIMESTAMP","RECORD","BattV_Min","PTemp","Baudrate","Instantanous_velocity","Average_velocity","velocity_unit","Tilt_angle_value","Flow_Direction","SNR_Instantenous","SNR_Average"
"2024-09-26 03:00:00",326,12.72,17.23,1,915,897,1,43,1,7358,7387
"2024-09-26 04:00:00",327,12.73,16.95,1,863,891,1,43,1,7492,7520
"2024-09-26 05:00:00",328,12.73,16.79,1,986,974,1,44,1,7285,7288
"2024-09-26 06:00:00",329,12.72,16.78,1,946,963,1,43,1,7544,7502
"2024-09-26 07:00:00",330,12.73,15.34,1,966,956,1,43,1,7440,7456
"2024-09-26 08:00:00",331,12.77,14.1,1,989,1002,1,43,1,7380,7425
"2024-09-26 09:00:00",332,12.84,12.77,1,913,924,1,44,1,7291,7249
"2024-09-26 10:00:00",333,12.76,15.92,1,859,865,1,44,1,7206,7127
"2024-09-26 11:00:00",334,12.69,22.62,1,990,996,1,44,1,7325,7303
"2024-09-26 12:00:00",335,12.65,26.45,1,1046,1048,1,43,1,7292,7335
"2024-09-26 13:00:00",336,12.43,29.07,1,1044,1031,1,43,1,7343,7318
"2024-09-26 14:00:00",337,12.42,30.91,1,1083,1078,1,44,1,7374,7322
"2024-09-26 15:00:00",338,12.59,32.02,1,1034,1058,1,43,1,7234,7209
"2024-09-26 16:00:00",339,12.6,32.51,1,981,1002,1,43,1,7128,7203
"2024-09-26 17:00:00",340,12.65,28.23,1,987,990,1,43,1,7371,7352
"2024-09-26 18:00:00",341,12.66,25.33,1,987,996,1,43,1,7334,7255
"2024-09-26 19:00:00",342,12.63,19.89,1,1035,1026,1,43,1,7459,7454
"2024-09-26 20:00:00",343,12.53,16.06,1,1019,1006,1,44,1,7516,7441
"2024-09-26 21:00:00",344,12.53,16.26,1,957,967,1,43,1,7416,7367
"2024-09-26 22:00:00",345,12.53,18.87,1,992,1000,1,43,1,7532,7518
"2024-09-26 23:00:00",346,12.53,18.61,1,977,965,1,43,1,7508,7469
"2024-09-27 00:00:00",347,12.53,17.57,1,888,891,1,43,1,7420,7452
"2024-09-27 01:00:00",348,12.54,16.71,1,914,916,1,44,1,7385,7346
"2024-09-27 02:00:00",349,12.55,15.63,1,913,926,1,43,1,7307,7327
"2024-09-27 03:00:00",350,12.57,14.47,1,901,908,1,43,1,7512,7530
"2024-09-27 04:00:00",351,12.57,14.34,1,938,931,1,43,1,7459,7338
"2024-09-27 05:00:00",352,12.57,13.92,1,955,953,1,43,1,7463,7386
"2024-09-27 06:00:00",353,12.58,13.17,1,968,946,1,43,1,7334,7335
"2024-09-27 07:00:00",354,12.59,12.8,1,927,915,1,43,1,7334,7318
"2024-09-27 08:00:00",355,12.61,12.23,1,892,914,1,43,1,7343,7354
"2024-09-27 09:00:00",356,12.65,12.39,1,918,915,1,43,1,7573,7502
"2024-09-27 10:00:00",357,12.56,15.98,1,947,947,1,43,1,7219,7233
"2024-09-27 11:00:00",358,12.53,20.62,1,967,970,1,44,1,7500,7370
"2024-09-27 12:00:00",359,12.49,24.8,1,992,1002,1,44,1,7223,7247
"2024-09-27 13:00:00",360,12.48,27.64,1,1003,997,1,43,1,7310,7330
"2024-09-27 14:00:00",361,12.49,29.28,1,989,1000,1,43,1,7412,7412
"2024-09-27 15:00:00",362,12.44,31.61,1,1008,988,1,44,1,7273,7355
"2024-09-27 16:00:00",363,12.46,32.23,1,988,975,1,44,1,7316,7313
"2024-09-27 17:00:00",364,12.46,27.79,1,1018,1003,1,43,1,7317,7347
"2024-09-27 18:00:00",365,12.41,24.4,1,1024,1010,1,44,1,7275,7269
"2024-09-27 19:00:00",366,12.45,19.48,1,1011,1005,1,43,1,7455,7400
"2024-09-27 20:00:00",367,12.54,15.8,1,1019,1000,1,44,1,7405,7389
"2024-09-27 21:00:00",368,12.53,16.36,1,967,961,1,43,1,7472,7471
"2024-09-27 22:00:00",369,12.53,19.71,1,912,936,1,43,1,7336,7315
"2024-09-27 23:00:00",370,12.53,19.3,1,928,949,1,43,1,7182,7257
"2024-09-28 00:00:00",371,12.53,18.01,1,923,929,1,44,1,7280,7213
"2024-09-28 01:00:00",372,12.54,17.07,1,934,936,1,44,1,7264,7343
"2024-09-28 02:00:00",373,12.54,16.21,1,950,925,1,44,1,7291,7271
"2024-09-28 03:00:00",374,12.54,15.6,1,876,893,1,43,1,7396,7360
"2024-09-28 04:00:00",375,12.58,15.04,1,882,888,1,43,1,7596,7488
"2024-09-28 05:00:00",376,12.56,14.89,1,962,928,1,44,1,7291,7305
"2024-09-28 06:00:00",377,12.56,14.66,1,943,944,1,43,1,7441,7359
"2024-09-28 07:00:00",378,12.57,14.55,1,906,903,1,43,1,7499,7532
"2024-09-28 08:00:00",379,12.57,13.78,1,931,944,1,44,1,7360,7394
"2024-09-28 09:00:00",380,12.64,12.44,1,973,943,1,43,1,7385,7376
"2024-09-28 10:00:00",381,12.59,14.32,1,917,911,1,44,1,7303,7313
"2024-09-28 11:00:00",382,12.52,20.22,1,931,921,1,43,1,7176,7244
"2024-09-28 12:00:00",383,12.5,24.62,1,960,936,1,44,1,7185,7317
"2024-09-28 13:00:00",384,12.49,27.74,1,989,971,1,43,1,7169,7194
"2024-09-28 14:00:00",385,12.46,30.53,1,924,943,1,44,1,7234,7194
"2024-09-28 15:00:00",386,12.46,32.19,1,972,971,1,44,1,7251,7169
"2024-09-28 16:00:00",387,12.41,34.01,1,938,958,1,43,1,7182,7206
"2024-09-28 17:00:00",388,12.31,29.34,1,995,998,1,43,1,7091,7150
"2024-09-28 18:00:00",389,12.38,25.58,1,977,967,1,43,1,7231,7255
"2024-09-28 19:00:00",390,12.42,21.18,1,961,972,1,44,1,7380,7390
"2024-09-28 20:00:00",391,12.42,17.36,1,978,989,1,43,1,7380,7414
"2024-09-28 21:00:00",392,12.43,21.27,1,966,940,1,44,1,7516,7415
"2024-09-28 22:00:00",393,12.43,22.29,1,958,945,1,44,1,7313,7433
"2024-09-28 23:00:00",394,12.42,21.65,1,924,920,1,43,1,7437,7427
"2024-09-29 00:00:00",395,12.44,20.61,1,913,917,1,43,1,7358,7438
"2024-09-29 01:00:00",396,12.42,19.73,1,942,913,1,44,1,7202,7239
"2024-09-29 02:00:00",397,12.43,19.4,1,935,916,1,44,1,7108,7242
"2024-09-29 03:00:00",398,12.45,18.4,1,873,879,1,43,1,7358,7382
"2024-09-29 04:00:00",399,12.5,18.62,1,907,893,1,43,1,7361,7408
"2024-09-29 05:00:00",400,12.43,18.86,1,899,897,1,43,1,7340,7349
"2024-09-29 06:00:00",401,12.48,18.15,1,924,900,1,44,1,7286,7333
"2024-09-29 07:00:00",402,12.42,18.59,1,902,921,1,43,1,7206,7303
"2024-09-29 08:00:00",403,12.47,17.35,1,930,937,1,43,1,7327,7283
"2024-09-29 09:00:00",404,12.5,16.93,1,907,911,1,43,1,7221,7238
"2024-09-29 10:00:00",405,12.5,19.55,1,945,932,1,43,1,7148,7231
"2024-09-29 11:00:00",406,12.38,25.56,1,892,895,1,43,1,7102,7095
"2024-09-29 12:00:00",407,12.38,31.68,1,921,929,1,44,1,7199,7113
"2024-09-29 13:00:00",408,12.35,34.23,1,974,945,1,44,1,7231,7166
"2024-09-29 14:00:00",409,12.34,35.1,1,936,937,1,43,1,7166,7239
"2024-09-29 15:00:00",410,12.37,35.15,1,990,998,1,44,1,7257,7295
"2024-09-29 16:00:00",411,12.38,34.58,1,1042,1045,1,43,1,7249,7191
"2024-09-29 17:00:00",412,12.33,30.74,1,948,959,1,43,1,7192,7140
"2024-09-29 18:00:00",413,12.42,27.54,1,928,949,1,44,1,7182,7120
"2024-09-29 19:00:00",414,12.38,21.7,1,919,967,1,43,1,7334,7376
"2024-09-29 20:00:00",415,12.45,18.53,1,990,974,1,43,1,7499,7387
"2024-09-29 21:00:00",416,12.43,18.2,1,948,959,1,43,1,7478,7377
"2024-09-29 22:00:00",417,12.41,18.16,1,960,967,1,43,1,7358,7322
"2024-09-29 23:00:00",418,12.46,15.75,1,958,963,1,44,1,7431,7463
"2024-09-30 00:00:00",419,12.42,12.69,1,959,959,1,44,1,7400,7433
"2024-09-30 01:00:00",420,12.47,10.93,1,942,939,1,44,1,7337,7314
"2024-09-30 02:00:00",421,12.54,10.04,1,946,922,1,44,1,7331,7391
"2024-09-30 03:00:00",422,12.55,9.19,1,909,918,1,44,1,7458,7371
"2024-09-30 04:00:00",423,12.54,9.09,1,913,915,1,44,1,7364,7417
"2024-09-30 05:00:00",424,12.53,9.09,1,915,916,1,44,1,7360,7404
"2024-09-30 06:00:00",425,12.54,8.48,1,924,923,1,43,1,7280,7374
"2024-09-30 07:00:00",426,12.57,8.07,1,901,899,1,43,1,7272,7280
"2024-09-30 08:00:00",427,12.54,7.361,1,941,933,1,43,1,7297,7347
"2024-09-30 09:00:00",428,12.62,7.023,1,937,918,1,43,1,7374,7346
"2024-09-30 10:00:00",429,12.49,11.17,1,891,912,1,43,1,7197,7253
"2024-09-30 11:00:00",430,12.5,16.69,1,922,936,1,43,1,7159,7252
"2024-09-30 12:00:00",431,12.44,19.63,1,929,930,1,43,1,7238,7219
"2024-09-30 13:00:00",432,12.42,21.95,1,916,918,1,44,1,7463,7410
"2024-09-30 14:00:00",433,12.42,23.96,1,960,975,1,43,1,7317,7398
"2024-09-30 15:00:00",434,12.4,24.89,1,967,945,1,44,1,7285,7285
"2024-09-30 16:00:00",435,12.42,24.97,1,987,1006,1,44,1,7455,7400
"2024-09-30 17:00:00",436,12.43,20.84,1,969,959,1,44,1,7369,7301
"2024-09-30 18:00:00",437,12.42,18.02,1,913,933,1,44,1,7228,7203
"2024-09-30 19:00:00",438,12.44,13.53,1,967,945,1,44,1,7314,7273
"2024-09-30 20:00:00",439,12.5,9.6,1,980,985,1,44,1,7539,7445
"2024-09-30 21:00:00",440,12.52,7.566,1,964,951,1,43,1,7442,7463
"2024-09-30 22:00:00",441,12.57,6.743,1,942,956,1,44,1,7416,7362
"2024-09-30 23:00:00",442,12.58,6.137,1,886,919,1,43,1,7417,7408
"2024-10-01 00:00:00",443,12.59,5.98,1,909,906,1,43,1,7367,7432
"2024-10-01 01:00:00",444,12.6,7.129,1,909,920,1,43,1,7355,7360
"2024-10-01 02:00:00",445,12.58,8.6,1,877,878,1,44,1,7257,7376
"2024-10-01 03:00:00",446,12.58,8.89,1,874,891,1,43,1,7438,7432
"2024-10-01 04:00:00",447,12.57,8.71,1,920,898,1,43,1,7363,7244
"2024-10-01 05:00:00",448,12.57,7.567,1,890,903,1,44,1,7296,7324
"2024-10-01 06:00:00",449,12.59,7.094,1,939,937,1,43,1,7267,7289
"2024-10-01 07:00:00",450,12.58,6.883,1,931,923,1,44,1,7430,7336
"2024-10-01 08:00:00",451,12.57,6.675,1,957,940,1,44,1,7229,7212
"2024-10-01 09:00:00",452,12.66,5.916,1,941,923,1,44,1,7536,7500
"2024-10-01 10:00:00",453,12.55,9.93,1,915,922,1,44,1,7334,7261
"2024-10-01 11:00:00",454,12.49,15.51,1,923,914,1,43,1,7330,7330
"2024-10-01 12:00:00",455,12.44,19.06,1,915,933,1,43,1,7373,7291
"2024-10-01 13:00:00",456,12.43,22.06,1,923,922,1,44,1,7307,7255
"2024-10-01 14:00:00",457,12.43,23.7,1,1012,998,1,43,1,7303,7354
"2024-10-01 15:00:00",458,12.38,25.57,1,984,983,1,44,1,7409,7386
"2024-10-01 16:00:00",459,12.38,26.52,1,974,974,1,44,1,7269,7326
"2024-10-01 17:00:00",460,12.42,22.64,1,929,925,1,43,1,7155,7042
"2024-10-01 18:00:00",461,12.39,19.62,1,945,931,1,44,1,7280,7214
"2024-10-01 19:00:00",462,12.45,14.62,1,934,957,1,43,1,7531,7542
"2024-10-01 20:00:00",463,12.51,10.43,1,931,937,1,43,1,7571,7487
"2024-10-01 21:00:00",464,12.54,8.85,1,924,928,1,43,1,7544,7466
"2024-10-01 22:00:00",465,12.53,9.66,1,938,925,1,43,1,7458,7444
"2024-10-01 23:00:00",466,12.51,13.19,1,943,944,1,43,1,7430,7392
"2024-10-02 00:00:00",467,12.49,13.96,1,917,899,1,43,1,7370,7432
"2024-10-02 01:00:00",468,12.5,13.77,1,905,901,1,44,1,7297,7339
"2024-10-02 02:00:00",469,12.5,13.15,1,901,896,1,44,1,7376,7309
"2024-10-02 03:00:00",470,12.52,12.3,1,869,896,1,43,1,7520,7527
"2024-10-02 04:00:00",471,12.5,11.42,1,900,899,1,43,1,7459,7348
"2024-10-02 05:00:00",472,12.5,10.79,1,912,909,1,43,1,7424,7348
"2024-10-02 06:00:00",473,12.55,9.19,1,913,911,1,44,1,7403,7354
"2024-10-02 07:00:00",474,12.57,6.72,1,954,939,1,44,1,7458,7481
"2024-10-02 08:00:00",475,12.56,5.317,1,939,955,1,43,1,7526,7481
"2024-10-02 09:00:00",476,12.66,5.072,1,926,907,1,44,1,7467,7388
"2024-10-02 10:00:00",477,12.52,9.24,1,971,969,1,43,1,7352,7369
"2024-10-02 11:00:00",478,12.47,17,1,932,949,1,43,1,7257,7261
"2024-10-02 12:00:00",479,12.42,22.42,1,947,935,1,44,1,7194,7170
"2024-10-02 13:00:00",480,12.42,25.36,1,915,917,1,44,1,7189,7113
"2024-10-02 14:00:00",481,12.39,27.88,1,922,923,1,43,1,7164,7197
"2024-10-02 15:00:00",482,12.37,29.25,1,971,978,1,44,1,7218,7315
"2024-10-02 16:00:00",483,12.38,29.97,1,985,1003,1,43,1,7270,7283
"2024-10-02 17:00:00",484,12.37,25.68,1,938,948,1,43,1,7310,7203
"2024-10-02 18:00:00",485,12.38,22.18,1,971,976,1,44,1,7239,7255
"2024-10-02 19:00:00",486,12.42,17.08,1,985,992,1,43,1,7491,7434
"2024-10-02 20:00:00",487,12.48,13.13,1,984,959,1,43,1,7518,7457
"2024-10-02 21:00:00",488,12.45,11.51,1,948,948,1,44,1,7431,7400
"2024-10-02 22:00:00",489,12.51,11.57,1,972,960,1,43,1,7377,7346
"2024-10-02 23:00:00",490,12.52,11.24,1,943,925,1,43,1,7285,7338
"2024-10-03 00:00:00",491,12.54,11.16,1,934,935,1,43,1,7387,7417
"2024-10-03 01:00:00",492,12.51,11.22,1,946,940,1,44,1,7243,7380
"2024-10-03 02:00:00",493,12.54,10.1,1,947,953,1,43,1,7430,7437
"2024-10-03 03:00:00",494,12.55,9.56,1,906,912,1,43,1,7410,7452
"2024-10-03 04:00:00",495,12.54,9.68,1,945,936,1,43,1,7392,7459
"2024-10-03 05:00:00",496,12.56,9.84,1,950,927,1,43,1,7343,7273
"2024-10-03 06:00:00",497,12.57,9.47,1,924,922,1,44,1,7426,7385
"2024-10-03 07:00:00",498,12.58,7.697,1,931,940,1,43,1,7423,7299
"2024-10-03 08:00:00",499,12.59,5.203,1,974,950,1,43,1,7311,7388
"2024-10-03 09:00:00",500,12.63,6.87,1,892,935,1,43,1,7495,7455
"2024-10-03 10:00:00",501,12.54,10.96,1,957,950,1,44,1,7313,7329
"2024-10-03 11:00:00",502,12.45,17.73,1,958,930,1,43,1,7219,7131
"2024-10-03 12:00:00",503,12.45,21.37,1,951,942,1,44,1,7113,7132
"2024-10-03 13:00:00",504,12.43,23.55,1,981,965,1,44,1,7327,7326
"2024-10-03 14:00:00",505,12.39,24.81,1,937,933,1,43,1,7277,7315
"2024-10-03 15:00:00",506,12.34,25.94,1,930,933,1,43,1,7159,7188
"2024-10-03 16:00:00",507,12.38,27.29,1,963,963,1,43,1,7180,7174
"2024-10-03 17:00:00",508,12.41,23.52,1,958,953,1,43,1,7254,7219
"2024-10-03 18:00:00",509,12.4,20.67,1,978,959,1,43,1,7175,7239
"2024-10-03 19:00:00",510,12.42,15.74,1,984,984,1,43,1,7516,7427
"2024-10-03 20:00:00",511,12.48,11.75,1,973,977,1,44,1,7478,7444
"2024-10-03 21:00:00",512,12.51,10.92,1,936,929,1,43,1,7342,7336
"2024-10-03 22:00:00",513,12.46,15.72,1,939,955,1,43,1,7336,7346
"2024-10-03 23:00:00",514,12.48,16.09,1,944,957,1,44,1,7447,7437
"2024-10-04 00:00:00",515,12.45,15.29,1,931,911,1,43,1,7403,7506
"2024-10-04 01:00:00",516,12.46,14.41,1,915,911,1,43,1,7622,7483
"2024-10-04 02:00:00",517,12.51,13.97,1,908,880,1,44,1,7426,7414
"2024-10-04 03:00:00",518,12.5,13.37,1,828,844,1,43,1,7525,7431
"2024-10-04 04:00:00",519,12.48,13.43,1,897,907,1,43,1,7429,7377
"2024-10-04 05:00:00",520,12.51,13.28,1,952,933,1,43,1,7479,7507
"2024-10-04 06:00:00",521,12.51,12.41,1,970,974,1,43,1,7514,7473
"2024-10-04 07:00:00",522,12.52,12.53,1,941,923,1,43,1,7536,7541
"2024-10-04 08:00:00",523,12.5,11.83,1,902,904,1,43,1,7460,7348
"2024-10-04 09:00:00",524,12.59,11.15,1,951,949,1,44,1,7424,7425
"2024-10-04 10:00:00",525,12.51,11.84,1,942,939,1,43,1,7316,7279
"2024-10-04 11:00:00",526,12.46,17.64,1,915,935,1,43,1,7185,7227
"2024-10-04 12:00:00",527,12.43,21.84,1,898,902,1,44,1,7021,7066
"2024-10-04 13:00:00",528,12.42,25.05,1,882,891,1,43,1,7197,7095
"2024-10-04 14:00:00",529,12.42,27.38,1,958,964,1,43,1,7183,7219
"2024-10-04 15:00:00",530,12.38,30.47,1,944,934,1,43,1,6972,7120
"2024-10-04 16:00:00",531,12.38,31.21,1,928,919,1,43,1,7257,7204
"2024-10-04 17:00:00",532,12.34,27.46,1,951,954,1,44,1,7134,7149
"2024-10-04 18:00:00",533,12.38,24.59,1,973,963,1,43,1,7285,7259
"2024-10-04 19:00:00",534,12.42,20.47,1,994,989,1,44,1,7195,7285
"2024-10-04 20:00:00",535,12.42,17.4,1,947,962,1,44,1,7265,7301
"2024-10-04 21:00:00",536,12.44,16.55,1,925,938,1,44,1,7197,7192
"2024-10-04 22:00:00",537,12.46,15.86,1,912,926,1,43,1,7331,7396
"2024-10-04 23:00:00",538,12.46,14.97,1,956,942,1,43,1,7303,7300
"2024-10-05 00:00:00",539,12.47,15.47,1,960,959,1,44,1,7264,7297
"2024-10-05 01:00:00",540,12.46,13.53,1,928,938,1,43,1,7395,7345
"2024-10-05 02:00:00",541,12.49,10.85,1,925,939,1,43,1,7296,7333
"2024-10-05 03:00:00",542,12.5,9.45,1,912,913,1,43,1,7281,7352
"2024-10-05 04:00:00",543,12.54,9.15,1,942,921,1,44,1,7352,7303
"2024-10-05 05:00:00",544,12.54,8.55,1,921,911,1,43,1,7303,7303
"2024-10-05 06:00:00",545,12.53,7.8,1,929,914,1,44,1,7358,7323
"2024-10-05 07:00:00",546,12.57,7.768,1,940,939,1,43,1,7314,7309
"2024-10-05 08:00:00",547,12.56,7.419,1,933,945,1,44,1,7352,7337
"2024-10-05 09:00:00",548,12.62,7.413,1,911,902,1,44,1,7462,7367
"2024-10-05 10:00:00",549,12.51,11.48,1,969,944,1,43,1,7143,7263
"2024-10-05 11:00:00",550,12.43,19.7,1,928,921,1,44,1,7097,7240
"2024-10-05 12:00:00",551,12.39,23.94,1,904,919,1,43,1,7183,7233
"2024-10-05 13:00:00",552,12.39,25.85,1,961,949,1,43,1,7349,7283
"2024-10-05 14:00:00",553,12.39,26.7,1,916,942,1,43,1,7178,7226
"2024-10-05 15:00:00",554,12.39,27.35,1,960,961,1,44,1,7311,7317
"2024-10-05 16:00:00",555,12.39,27.32,1,971,963,1,44,1,7260,7287
"2024-10-05 17:00:00",556,12.39,23.94,1,990,972,1,43,1,7333,7319
"2024-10-05 18:00:00",557,12.42,21.66,1,976,962,1,44,1,7400,7350
"2024-10-05 19:00:00",558,12.42,18.64,1,1026,999,1,43,1,7302,7377
"2024-10-05 20:00:00",559,12.45,13.93,1,942,959,1,43,1,7472,7405
"2024-10-05 21:00:00",560,12.47,11.2,1,948,956,1,44,1,7472,7402
"2024-10-05 22:00:00",561,12.51,10.15,1,932,924,1,44,1,7389,7362
"2024-10-05 23:00:00",562,12.52,9.94,1,921,909,1,43,1,7234,7378
"2024-10-06 00:00:00",563,12.51,12.38,1,885,901,1,43,1,7204,7279
"2024-10-06 01:00:00",564,12.49,13.07,1,834,863,1,44,1,7361,7388
"2024-10-06 02:00:00",565,12.49,12.87,1,837,870,1,43,1,7244,7283
"2024-10-06 03:00:00",566,12.5,12.43,1,895,912,1,43,1,7376,7377
"2024-10-06 04:00:00",567,12.53,12.05,1,900,885,1,44,1,7460,7554
"2024-10-06 05:00:00",568,12.51,11.63,1,915,937,1,44,1,7408,7425
"2024-10-06 06:00:00",569,12.51,10.55,1,930,927,1,43,1,7486,7386
"2024-10-06 07:00:00",570,12.54,11.06,1,894,906,1,43,1,7239,7236
"2024-10-06 08:00:00",571,12.5,11.13,1,918,906,1,44,1,7442,7398
"2024-10-06 09:00:00",572,12.59,10.92,1,913,908,1,43,1,7320,7408
"2024-10-06 10:00:00",573,12.51,11.77,1,933,920,1,43,1,7496,7417
"2024-10-06 11:00:00",574,12.47,17.28,1,946,950,1,44,1,7223,7220
"2024-10-06 12:00:00",575,12.41,21.27,1,915,918,1,44,1,7319,7337
"2024-10-06 13:00:00",576,12.42,23.9,1,897,914,1,44,1,7211,7208
"2024-10-06 14:00:00",577,12.41,25.69,1,918,914,1,43,1,7091,7169
"2024-10-06 15:00:00",578,12.38,28.19,1,970,945,1,43,1,7343,7312
"2024-10-06 16:00:00",579,12.35,29.25,1,961,966,1,43,1,7313,7338
"2024-10-06 17:00:00",580,12.4,25.02,1,994,991,1,43,1,7273,7257
"2024-10-06 18:00:00",581,12.35,21.84,1,952,965,1,43,1,7300,7224
"2024-10-06 19:00:00",582,12.42,16.92,1,961,956,1,43,1,7249,7288
"2024-10-06 20:00:00",583,12.45,14.03,1,945,940,1,43,1,7466,7391
"2024-10-06 21:00:00",584,12.47,12.44,1,940,933,1,43,1,7415,7370
"2024-10-06 22:00:00",585,12.5,13.09,1,900,904,1,43,1,7399,7372
"2024-10-06 23:00:00",586,12.5,13.26,1,908,935,1,43,1,7316,7296
"2024-10-07 00:00:00",587,12.5,14.18,1,910,902,1,43,1,7406,7368
"2024-10-07 01:00:00",588,12.47,14.16,1,956,934,1,44,1,7307,7271
"2024-10-07 02:00:00",589,12.5,13.78,1,898,897,1,43,1,7292,7288
"2024-10-07 03:00:00",590,12.46,13.64,1,952,937,1,43,1,7367,7278
"2024-10-07 04:00:00",591,12.47,13.93,1,948,943,1,43,1,7194,7235
"2024-10-07 05:00:00",592,12.5,13.22,1,917,916,1,43,1,7334,7308
"2024-10-07 06:00:00",593,12.51,13.35,1,848,888,1,44,1,7387,7306
"2024-10-07 07:00:00",594,12.47,13.57,1,875,882,1,44,1,7462,7356
"2024-10-07 08:00:00",595,12.5,13.03,1,913,913,1,43,1,7223,7258
"2024-10-07 09:00:00",596,12.57,12.22,1,885,885,1,43,1,7402,7267
"2024-10-07 10:00:00",597,12.52,12.9,1,951,939,1,44,1,7257,7307
"2024-10-07 11:00:00",598,12.46,18.24,1,958,966,1,43,1,7395,7366
"2024-10-07 12:00:00",599,12.43,22.36,1,918,923,1,43,1,7424,7296
"2024-10-07 13:00:00",600,12.4,24.74,1,912,902,1,44,1,7327,7314
"2024-10-07 14:00:00",601,12.39,26.91,1,967,955,1,43,1,7300,7271
"2024-10-07 15:00:00",602,12.38,28.79,1,963,955,1,43,1,7244,7273
"2024-10-07 16:00:00",603,12.38,29.54,1,986,967,1,43,1,7352,7251
"2024-10-07 17:00:00",604,12.4,25.23,1,937,944,1,43,1,7267,7295
"2024-10-07 18:00:00",605,12.38,21.65,1,972,952,1,43,1,7275,7240
"2024-10-07 19:00:00",606,12.42,17,1,941,942,1,43,1,7343,7317
"2024-10-07 20:00:00",607,12.47,13.2,1,949,955,1,43,1,7520,7457
"2024-10-07 21:00:00",608,12.47,12.5,1,951,936,1,43,1,7342,7364
"2024-10-07 22:00:00",609,12.46,16.36,1,931,912,1,44,1,7376,7339
"2024-10-07 23:00:00",610,12.45,16.74,1,937,920,1,44,1,7289,7340
"2024-10-08 00:00:00",611,12.47,15.83,1,910,918,1,43,1,7416,7319
"2024-10-08 01:00:00",612,12.47,15,1,887,910,1,43,1,7373,7403
"2024-10-08 02:00:00",613,12.5,14.17,1,883,905,1,44,1,7382,7406
"2024-10-08 03:00:00",614,12.5,13.46,1,920,930,1,43,1,7322,7227
"2024-10-08 04:00:00",615,12.49,13.16,1,864,886,1,43,1,7383,7345
"2024-10-08 05:00:00",616,12.47,12.36,1,933,918,1,44,1,7256,7303
"2024-10-08 06:00:00",617,12.5,11.23,1,898,907,1,43,1,7243,7342
"2024-10-08 07:00:00",618,12.52,11.02,1,921,896,1,43,1,7449,7419
"2024-10-08 08:00:00",619,12.55,10.82,1,917,895,1,43,1,7099,7192
"2024-10-08 09:00:00",620,12.58,11.2,1,920,915,1,43,1,7331,7329
"2024-10-08 10:00:00",621,12.54,12.06,1,872,880,1,44,1,7206,7213
"2024-10-08 11:00:00",622,12.39,17.63,1,946,956,1,43,1,7389,7423
"2024-10-08 12:00:00",623,12.43,21.75,1,915,925,1,43,1,6992,7155
"2024-10-08 13:00:00",624,12.4,24.28,1,925,914,1,44,1,7262,7245
"2024-10-08 14:00:00",625,12.39,26.37,1,1048,1031,1,44,1,7302,7368
"2024-10-08 15:00:00",626,12.38,28.45,1,983,979,1,44,1,7390,7408
"2024-10-08 16:00:00",627,12.36,29.14,1,903,914,1,43,1,7183,7228
"2024-10-08 17:00:00",628,12.39,25.15,1,971,971,1,43,1,7162,7230
"2024-10-08 18:00:00",629,12.33,20.93,1,966,949,1,44,1,7340,7298
"2024-10-08 19:00:00",630,12.42,16.9,1,943,957,1,43,1,7337,7357
"2024-10-08 20:00:00",631,12.48,13.59,1,964,948,1,43,1,7471,7404
"2024-10-08 21:00:00",632,12.5,12.42,1,934,952,1,43,1,7447,7461
"2024-10-08 22:00:00",633,12.44,17,1,943,948,1,43,1,7333,7356
"2024-10-08 23:00:00",634,12.43,17.83,1,905,904,1,43,1,7410,7339
"2024-10-09 00:00:00",635,12.43,17.13,1,944,944,1,44,1,7380,7352
"2024-10-09 01:00:00",636,12.43,15.99,1,895,880,1,43,1,7317,7237
"2024-10-09 02:00:00",637,12.43,15.51,1,905,894,1,44,1,7303,7306
"2024-10-09 03:00:00",638,12.48,15.35,1,887,883,1,43,1,7382,7361
"2024-10-09 04:00:00",639,12.47,14.37,1,929,903,1,44,1,7498,7471
"2024-10-09 05:00:00",640,12.46,13.91,1,951,964,1,43,1,7369,7392
"2024-10-09 06:00:00",641,12.51,13.54,1,922,916,1,43,1,7586,7505
"2024-10-09 07:00:00",642,12.5,13.6,1,912,939,1,43,1,7370,7421
"2024-10-09 08:00:00",643,12.53,13.43,1,956,938,1,43,1,7260,7322
"2024-10-09 09:00:00",644,12.5,14.31,1,932,922,1,43,1,7291,7343
"2024-10-09 10:00:00",645,12.49,15.25,1,975,975,1,43,1,7334,7450
"2024-10-09 11:00:00",646,12.42,18.96,1,1008,997,1,43,1,7252,7304
"2024-10-09 12:00:00",647,12.43,21.6,1,938,930,1,43,1,7180,7252
"2024-10-09 13:00:00",648,12.42,25.36,1,920,931,1,43,1,7135,7071
"2024-10-09 14:00:00",649,12.42,28.42,1,947,941,1,44,1,7283,7151
"2024-10-09 15:00:00",650,12.38,30.32,1,986,969,1,44,1,7095,7216
"2024-10-09 16:00:00",651,12.36,30.18,1,927,932,1,44,1,7110,7175
"2024-10-09 17:00:00",652,12.38,26.38,1,938,930,1,43,1,7093,7061
"2024-10-09 18:00:00",653,12.38,23.02,1,953,951,1,43,1,7226,7215
"2024-10-09 19:00:00",654,12.38,17.92,1,920,901,1,44,1,7244,7203
"2024-10-09 20:00:00",655,12.46,14.89,1,926,954,1,43,1,7343,7316
